feature,type,coefficient,odds_multiplier,count
Baleful Strix × Creeping Tar Pit,pair,0.02618481694543472,1.026530651202113,304
Force of Will × Ponder,pair,0.025617704506776067,1.025948657944558,273
Mystic Confluence × Subtlety,pair,-0.024275262388933693,0.9760170120040489,270
"Narset, Parter of Veils × Timetwister",pair,0.024014485734177853,1.0243051555953546,478
Psychic Frog × Watery Grave,pair,0.022871484905966025,1.0231350428015051,324
"Ajani, Nacatl Pariah × Mother of Runes",pair,0.022525016417980204,1.0227806201519054,292
Mana Leak × Spell Pierce,pair,0.02238116855926143,1.022633505931044,275
Guide of Souls × Voice of Victory,pair,0.020237827362524802,1.0204440006752258,323
Solitude × Staff of the Storyteller,pair,-0.019652848786218795,0.9805390095365901,281
Force of Will × Memory Lapse,pair,0.019318016553599344,1.0195058167954845,288
Hallowed Fountain × No More Lies,pair,0.018541227707190654,1.018714183553891,314
Remand × Timetwister,pair,-0.018526305036117127,0.981644252064657,301
Solitude × Swords to Plowshares,pair,-0.018329131939699768,0.9818378249844757,272
"Containment Priest × Phelia, Exuberant Shepherd",pair,-0.016805792775262878,0.9833346367829636,280
Force of Negation × Remand,pair,-0.016623719457965473,0.9835136920823977,280
"Mana Leak × Tamiyo, Inquisitive Student",pair,0.015784840224573198,1.0159100789048443,270
"Glimmer Lens × Phelia, Exuberant Shepherd",pair,-0.015397398537317265,0.9847205353360633,300
"Narset, Parter of Veils × Ponder",pair,0.015048539257121287,1.0151623386456223,269
"Seachrome Coast × Teferi, Time Raveler",pair,-0.014539187226026484,0.9855659963781718,286
Ancestral Recall × Snapcaster Mage,pair,-0.013792546629018264,0.9863021347432948,310
Balance × Hallowed Fountain,pair,0.011034083293192895,1.011095183311025,297
Fractured Identity × Meticulous Archive,pair,-0.010985688739489425,0.9890744335759651,283
Floodfarm Verge × No More Lies,pair,0.010062897797849846,1.0101136990133839,355
Mystical Tutor × Timetwister,pair,-0.008851295802631177,0.9911877615949197,310
"Ajani, Nacatl Pariah × Guide of Souls",pair,-0.00861046335556763,0.9914265005159294,333
Inspiring Vantage × Parallax Wave,pair,-0.008575754977900344,0.9914609119185173,316
Balance × Talisman of Progress,pair,0.007878603993380742,1.0079097218619282,267
Brain Freeze × Echo of Eons,pair,0.006840406346967391,1.006863855362904,316
Broadside Bombardiers × Pyrogoyf,pair,0.005714824031252412,1.0057311847895432,275
Sanguine Evangelist × Staff of the Storyteller,pair,-0.005038807498974832,0.9949738659961618,314
